tipo_entidad,nombre_tipo_entidad,codigo_entidad,nombre_entidad,fecha_corte,cod_clase,cod_grupo,cod_cuenta,subcuenta,nombre_cuenta_puc,signo_valor,moneda_total_0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,18,97,DEPRECIACION Y/O AMORTIZACION ACUMULADA,+,3354088232.27
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,23,0,CONSTRUCCIONES EN CURSO,+,7803630440.41
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,23,15,COSTOS DIRECTOS OBRA,+,7803630440.41
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,27,0,PROPIEDADES DE INVERSIÓN,+,50015908162.62
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,27,5,PROPIEDADES DE INVERSIÓN,+,122459203116.17
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,27,10,DETERIORO PROPIEDADES DE INVERSIÓN,+,129420421255.25
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,8,27,15,VALORACIÓN DE PROPIEDADES DE INVERSIÓN,+,56977126301.7
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,0,0,OTROS ACTIVOS,+,288251489056.96
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,10,0,IMPUESTO DIFERIDO,+,41087442963.89
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,11,0,ACTIVOS INTANGIBLES,+,232591249211.07
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,11,10,MARCAS COMERCIALES,+,4500000000.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,11,30,LICENCIAS,+,103858501452.35
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,11,35,PROGRAMAS Y APLICACIONES INFORMÁTICAS,+,232438441038.72
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,11,65,AMORTIZACIÓN ACUMULADA,+,108205693280.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,25,0,GASTOS PAGADOS POR ANTICIPADO,+,13071842600.01
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,25,5,SEGUROS,+,922619625.42
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,25,95,OTROS,+,12149222974.59
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,40,0,BIENES DE ARTE Y CULTURA,+,8374400.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,40,5,OBRAS DE ARTE,+,8374400.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,60,0,DIVERSOS,+,1492579881.99
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,1,9,60,95,OTROS,+,1492579881.99
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,0,0,0,PASIVO,+,25913316722350.6
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,0,0,INSTRUMENTOS FINANCIEROS A COSTO AMORTIZADO,+,23958401711044.2
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,5,0,DEPÓSITOS EN CUENTA CORRIENTE,+,1067082831674.82
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,5,5,CUENTAS CORRIENTES PRIVADAS ACTIVAS,+,434834407541.69
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,5,10,CUENTAS CORRIENTES PRIVADAS INACTIVAS,+,13771841116.44
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,5,15,CUENTAS CORRIENTES OFICIALES ACTIVAS,+,378423328334.43
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,5,20,CUENTAS CORRIENTES SECTOR PUBLICO,+,213691726143.01
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,5,30,CUENTAS CORRIENTES OFICIALES INACTIVAS,+,15009109483.99
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,5,35,CUENTAS CORRIENTES PRIVADAS ABANDONADAS,+,6599929617.65
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,5,40,CUENTAS CORRIENTES OFICIALES ABANDONADAS,+,4752489437.61
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,7,0,CERTIFICADOS DE DEPÓSITO A TERMINO,+,7776446785604.29
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,7,5,EMITIDOS MENOS DE 6 MESES,+,976158245293.27
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,7,10,EMITIDOS IGUAL A 6 MESES Y MENOR DE 12 MESES,+,1132110132375.26
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,7,15,EMITIDOS IGUAL A 12 MESES Y MENOR DE 18 MESES,+,1933141022300.2
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,7,20,EMITIDOS IGUAL O SUPERIOR A 18 MESES,+,3735037385635.56
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,8,0,DEPÓSITOS DE AHORRO,+,12962210206573.2
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,8,5,ORDINARIOS ACTIVOS,+,12358577223389.4
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,8,10,ORDINARIOS INACTIVOS,+,531065300979.71
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,8,20,ORDINARIOS ABANDONADOS,+,72567682204.1
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,9,0,CUENTAS DE AHORRO ESPECIAL,+,1449713453.5
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,9,10,EN PESOS,+,358956641.85
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,9,20,EN PESOS ABANDONADAS,+,1090756811.65
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,15,0,BANCOS Y CORRESPONSALES,+,10323025871.81
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,15,5,BANCOS,+,718173733.09
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,15,10,CORRESPONSALES,+,9604852138.72
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,16,0,DEPÓSITOS ESPECIALES,+,7682273826.17
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,16,15,DE GARANTÍA,+,1068212493.92
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,16,25,PARA PAGOS AL EXTERIOR,+,4113912.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,16,45,PAGO TÍTULOS VALORES,+,27549.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,16,90,RECAUDOS REALIZADOS,+,6492138730.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,16,95,OTROS,+,117781141.25
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,17,0,EXIGIBILIDADES POR SERVICIOS,+,36465481972.85
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,17,5,GIROS POR PAGAR DEL EXTERIOR,+,5129019771.54
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,17,10,GIROS POR PAGAR DEL PAÍS,+,73920301.02
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,17,20,CHEQUES DE GERENCIA,+,31262541900.29
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,18,0,SERVICIOS DE RECAUDO,+,329759126.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,20,0,DEPÓSITOS ELECTRÓNICOS,+,2473474765.23
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,20,5,DEPÓSITOS DE DINERO ELECTRÓNICOS,+,2473474765.23
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,30,0,TÍTULOS DE INVERSIÓN EN CIRCULACIÓN,+,2044023700000.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,30,12,BONOS SUBORDINADOS,+,301279500000.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,30,13,BONOS ORDINARIOS,+,1742744200000.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,56,0,CUENTAS CANCELADAS,+,154956250.2
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,56,5,CUENTAS CORRIENTES BANCARIAS,+,68625886.05
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,56,10,CUENTAS DE AHORRO,+,86330364.15
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,1,80,0,PASIVOS POR ARRENDAMIENTOS,+,49759501926.1
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,2,0,0,INSTRUMENTOS FINANCIEROS A VALOR RAZONABLE,+,17203460468.9
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,2,5,0,CONTRATOS FORWARD - DE NEGOCIACIÓN,+,17203460468.9
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,2,5,5,DE MONEDAS (PESO/DÓLAR),+,17203460468.9
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,4,0,0,CRÉDITOS DE BANCOS Y OTRAS OBLIGACIONES FINANCIERAS,+,793949580078.42
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,4,10,0,BANCO DE COMERCIO EXTERIOR (BANCOLDEX),+,35452571187.94
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,4,10,5,CRÉDITOS,+,34892147.48
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,4,10,10,DESCUENTOS,+,35417679040.46
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,4,20,0,FINAGRO,+,9316843637.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,4,25,0,FINDETER,+,294183549317.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,4,40,0,BANCOS EXTERIOR,+,454996615936.48
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,4,40,5,CRÉDITOS,+,449989598281.74
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,4,40,25,ACEPTACIONES,+,5007017654.74
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,0,0,CUENTAS POR PAGAR,+,399406896895.59
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,1,0,COMISIONES Y HONORARIOS,+,3654020.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,1,5,HONORARIOS,+,3654020.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,3,0,IMPUESTOS,+,24237363828.2
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,3,5,RENTA Y COMPLEMENTARIOS,+,15302518546.07
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,3,10,INDUSTRIA Y COMERCIO,+,8169587904.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,3,40,SOBRE LAS VENTAS POR PAGAR,+,765257378.13
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,4,0,DIVIDENDOS Y EXCEDENTES,+,85967474836.36
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,4,5,DIVIDENDOS,+,85967474836.36
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,5,0,ARRENDAMIENTOS,+,47400.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,6,0,CONTRIBUCIÓN SOBRE TRANSACCIONES,+,3613454074.84
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,6,5,SOBRE CUENTAS CORRIENTES,+,805003108.53
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,6,10,SOBRE CUENTAS DE AHORRO,+,2624663530.6
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,6,15,SOBRE ABONOS EN CUENTA,+,69833098.04
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,6,45,SOBRE OTRAS TRANSACCIONES,+,113954337.67
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,7,0,PROMETIENTES COMPRADORES,+,3985683031.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,7,5,BIENES INMUEBLES,+,2998779896.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,7,10,BIENES MUEBLES,+,986903135.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,11,0,PROVEEDORES Y SERVICIOS POR PAGAR,+,115641789689.6
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,11,5,PROVEEDORES,+,115641789689.6
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,14,0,"CONTRIBUCIONES, AFILIACIONES Y TRANSFERENCIAS",+,259094252.76
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,14,95,OTRAS,+,259094252.76
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,19,0,RETENCIONES Y APORTES LABORALES,+,16506078272.99
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,19,5,RETENCIONES EN LA FUENTE,+,11124408301.19
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,19,10,JUDICIALES,+,21066375.62
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,19,15,SINDICATOS,+,34497.3
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,19,20,COOPERATIVAS,+,125680.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,19,25,FONDO DE EMPLEADOS,+,17200500.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,19,35,"CAJA COMPENSACIÓN FAMILIAR, ICBF Y SENA",+,770602700.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,19,40,FONDOS DE PENSIONES,+,2494666335.95
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,19,45,RETENCIONES Y APORTES DE NOMINA,+,50607027.49
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,19,95,OTROS,+,2027366855.44
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,37,0,CUENTAS POR PAGAR A ASEGURADORAS,+,37802234990.34
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,37,5,POR PRIMAS RECAUDADAS,+,37802234990.34
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,90,0,DIVERSAS,+,111390022499.5
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,90,10,CHEQUES GIRADOS NO COBRADOS,+,7115905353.26
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,90,45,PUBLICIDAD Y PROPAGANDA,+,1328455567.79
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,90,50,SEGUROS,+,24823541285.42
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,90,65,NACIÓN LEY 546 DE 1999,+,91091791.08
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,5,90,95,OTRAS,+,78031028501.95
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,0,0,OBLIGACIONES LABORALES,+,494059162565.5
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,5,0,NOMINA POR PAGAR,+,11078418447.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,10,0,CESANTÍAS,+,6890074682.81
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,15,0,INTERESES SOBRE CESANTÍAS,+,1499456478.14
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,20,0,VACACIONES,+,10441648090.27
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,25,0,PRIMA LEGAL,+,2149370359.72
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,30,0,PRIMA EXTRALEGAL,+,15420247083.6
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,50,0,PROVISIONES NO CORRIENTES POR BENEFICIOS A LOS EMPLEADOS,+,82224022496.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,52,0,PROVISIONES NO CORRIENTES POR BENEFICIOS POST-EMPLEO A LOS EMPLEADOS,+,28328262192.58
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,52,10,BENEFICIOS DEFINIDOS,+,28328262192.58
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,60,0,INDEMNIZACIONES LABORALES,+,11000000000.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,65,0,CÁLCULO ACTUARIAL PENSIONES DE JUBILACIÓN,+,311406961430.16
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,7,95,0,OTROS BENEFICIOS,+,13620701305.22
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,8,0,0,PROVISIONES,+,21999875612.31
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,8,14,0,"MULTAS Y SANCIONES, LITIGIOS, INDEMNIZACIONES Y DEMANDAS",+,17168027621.95
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,8,14,20,DEMANDAS LABORALES,+,16408052279.95
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,8,14,25,DEMANDAS POR INCUMPLIMIENTO DE CONTRATOS,+,759975342.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,8,23,0,OTRAS PROVISIONES,+,4831847990.36
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,9,0,0,OTROS PASIVOS,+,228296035685.71
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,9,7,0,INGRESOS ANTICIPADOS,+,13561637572.3
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,9,7,5,INTERESES,+,13428979198.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,9,7,10,COMISIONES,+,2441061.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,9,7,95,OTROS,+,130217313.3
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,9,8,0,INTERESES ORIGINADOS EN PROCESOS DE REESTRUCTURACIÓN,+,2460148970.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,9,90,0,DIVERSOS,+,212274249143.41
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,9,90,5,ABONOS PARA APLICAR A OBLIGACIONES AL COBRO,+,202295797179.87
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,9,90,10,SOBRANTES EN CAJA,+,1394905386.35
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,9,90,15,SOBRANTES EN CANJE,+,85955098.58
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,2,9,90,95,OTROS,+,8497591478.61
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,0,0,0,PATRIMONIO,+,2937262025129.7
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,1,0,0,CAPITAL SOCIAL,+,77253265030.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,1,5,0,CAPITAL SUSCRITO Y PAGADO,+,77253265030.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,1,5,5,CAPITAL AUTORIZADO,+,100000000000.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,1,5,10,CAPITAL POR SUSCRIBIR,+,22746734970.0
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,2,0,0,RESERVAS,+,2478055682431.93
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,2,5,0,RESERVA LEGAL,+,2454863495242.86
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,2,5,5,APROPIACIÓN DE UTILIDADES LIQUIDAS,+,2454863495242.86
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,2,15,0,RESERVAS OCASIONALES,+,23192187189.07
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,2,15,25,PARA BENEFICENCIA Y DONACIONES,+,23192187189.07
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,8,0,0,SUPERÁVIT O DÉFICIT,+,189268975943.61
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,8,5,0,PRIMA EN COLOCACIÓN DE ACCIONES,+,63059790147.26
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,8,5,5,PRIMA EN COLOCACIÓN DE ACCIONES,+,63059790147.26
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,8,15,0,GANANCIAS O PÉRDIDAS NO REALIZADAS (ORI),+,132930542265.46
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,8,15,10,INSTRUMENTOS FINANCIEROS MEDIDOS AL VALOR RAZONABLE CON CAMBIOS EN EL ORI,+,87581547867.37
1,ESTABLECIMIENTOS BANCARIOS,2,BANCO POPULAR,2021-07-31T00:00:00.000,3,8,15,55,AJUSTES EN LA APLICACIÓN POR PRIMERA VEZ DE LAS NIIF,+,142718201386.55
